sentence,범죄,혐오,선정,비도덕 아님,폭력,비난,욕설,차별
제발 공부좀 해라 ㅉ,0,0,0,0,0,1,0,0
저냔들은 보짓세 추진하라!,0,1,1,0,0,1,0,0
그렇게 대접 받고 싶으면 돈이라도 내라고 해,0,0,0,1,0,0,0,0
보배 진짜 웃김 매일 여가부 페미 극혐 노래를 부르면서 대선 공약이 페미 대통령은 빠는 이중성 ㅎ,0,1,0,0,0,1,0,0
보배충들은 뇌가 몸에서 탈출했나??,0,0,0,0,0,1,0,0
애완동물 키울 자격도 없는 것들이 키우면서 진상짓 하는 거 보면 ㄹㅇ 죽이고 싶더라,0,1,0,0,1,1,0,0
그니까 지들 대소변도 못가리는 놈들이 무슨 애완동물을 키우겠다고 설치는지..,0,0,0,0,0,1,0,0
꼴보기 싫은 상판이다..,0,1,0,0,0,0,0,0
내로남불의 전형..,0,0,0,1,0,0,0,0
지금 아이돌들은 그냥 수제 인형 수준임,0,0,0,1,0,0,0,0
다 성형하고 똑같이 생겨서 구분도 안 되고 영혼도 없음,0,0,0,0,0,1,0,0
노키즈존 너무 인정 없는 거 아니야?,0,0,0,1,0,0,0,0
한 아이가 잘 자라려면 한 마을이 필요하다는데 우리나라는 너무 애들에 대한 이해가 없어,0,0,0,1,0,0,0,0
노키즈존은 인성 잘못된 아비충 맘충을 배려해주는 단어라 생각합니다 저는,0,1,0,0,0,0,0,0
우리 회사 상사가 몇달 전부터 회사에서도 계속 핸드폰만 쳐다보고 있는데 왜 그럴까?,0,0,0,1,0,0,0,0
코인충샛기인듯,0,1,0,0,0,0,0,0
아니 뭐 이렇게 말귀를 못 알아들어..,0,0,0,1,0,0,0,0
유치원은 나오셨어요? ㅋㅋㅋ,0,0,0,0,0,1,0,0
좌좀들은 선동찌라시 영화에 열광함,0,1,0,0,0,1,0,0
그쪽 입장에 불리한 건 싹다 무시하고 드라마를 만들지..,0,0,0,1,0,0,0,0
너는 뭐가 먼저인지도 구분 못하면서 허구헌날 주딩이 털고 자빠졌냐?,0,0,0,0,0,1,0,0
논리는 개나 줘버렸지,0,0,0,0,0,1,0,0
무식하기는...,0,0,0,0,0,1,0,0
그래도 중국이 돌아가는 거 보면 참 신기해..,0,0,0,1,0,0,0,0
아.. 기생충처럼 전세계 폐끼치면서 살아서 그렇구나~~~,0,1,0,0,0,1,0,0
요즘 2030 남자들은 저렇게 빵셔틀자처안함 ㅋㅋ,0,0,0,0,0,1,0,0
특히 내무부장관 마님마님 거리면서 이미지메이킹하는 거 씹극혐,0,1,0,0,0,1,0,0
저딴 놈들 때문에 젊은 남자들이 피해봄,0,0,0,0,0,1,0,0
맨날 웃으면서 꼽주는 언니 있는데 진짜 짜증나,0,0,0,1,0,0,0,0
다시는 ^^ 이z롤 못하게 눈알을 뽑아버리고 싶네,0,0,0,0,1,1,1,0
이런 샛기를 총으로 쏴버려야하는데..,0,0,0,0,1,0,0,0
옳은 말입니다,0,0,0,0,1,0,0,0
그냥 사살해버려라,0,0,0,0,1,0,0,0
독서실에 왔으면 공부를 해야지 뭐하는거야?,0,0,0,1,0,0,0,0
공부는 안하고 저런 엉뚱한 뻘짓을 하고 있는 놈은 맞아야 정신을 차리지 ㅉ,0,0,0,0,0,1,0,0
한심하네 진짜 ㅎㅎ,0,0,0,0,0,1,0,0
그 사람 어제 자살했대..,0,0,0,1,0,0,0,0
죗값의 무게도 못 견디는 인간이 어떻게 그런짓을 했대.. ㅋㅋ,0,0,0,0,0,1,0,0
아우 배 나온거 봐,0,0,0,1,0,0,0,0
딱 몸뚱아리 꼴상을 보니 당뇨로 사지가 썩어 뒤질 놈이네,0,1,0,0,0,1,0,0
정속충이 없으면 과속충도 사라짐..,0,1,0,0,0,0,0,0
당연히 정속 지키는 게 맞지,0,0,0,1,0,0,0,0
너 과속충이지?,0,1,0,0,0,0,0,0
코로나로 노인들 엄청 죽었대..,0,0,0,1,0,0,0,0
해충들 더죽어라.,0,1,0,0,1,1,0,0
보이져 딸배는 영웅배달 스파이더 소속이군,0,1,0,0,0,1,0,0
싼티나는 무광도색에 번호판 꼴이란...,0,0,0,0,0,1,0,0
무슨 개가 짓나...,0,0,0,0,0,1,0,0
니는 멍멍이소리 자꾸 야부리지 말고 저기가서 꼴페미랑 물고빨고 하고 있어,0,1,0,0,0,1,1,0
프랑스 생각보다 수준 이하인 듯,0,0,0,0,0,1,0,0
유럽 짱께이가 프랑스에요!,0,1,0,0,0,1,0,0
여친이랑 안한지 넘 오래됨,0,0,0,1,0,0,0,0
아 손가락 하나씩 늘려 가면서 거기에 넣으면서 애태우고 싶다,0,0,1,0,0,0,0,0
나는 거울 앞에서 가슴 만지고 싶다,0,0,1,0,0,0,0,0
와 상상만 했는데도 꼴리네,0,0,1,0,0,0,0,0
지들이 이상해서 차인거면서 헤어지고 나면 맨날 똥차래,0,0,0,1,0,0,0,0
어떻게든 남자 탓으로 돌리려는 페미들,0,1,0,0,0,0,0,0
페미 종특이지 지 잘못은 없고 결국은 다 남자가 잘못한 거라고 빼액거리는거,0,1,0,0,0,1,0,0
우리가 이렇게 까내리면 또 쿵쾅거리면서 달려오겠지?,0,0,0,0,0,1,0,0
진짜 내로남불 오진다,0,0,0,0,0,1,0,0
하도 성형을 많이 해서 그런가 얼굴이 괴물같애,0,0,0,0,0,1,0,0
말하는데도 막 플라스틱 냄새나고 실리콘 냄새남,0,0,0,0,0,1,0,0
그냥 몸 전체에서 싼티 난다고 보면 됨,0,0,0,0,0,1,0,0
남자 구독자수 늘려서 돈벌려고 아양떠는 것좀봐,0,0,0,0,0,1,0,0
저런 유튜버들 보고 있으면 진짜 역겨움,0,0,0,0,0,1,0,0
맨날 똑같은 내용만 가져오네,0,0,0,1,0,0,0,0
이젠 얘 패턴이 너무 식상함,0,0,0,0,0,1,0,0
전형적인 앵무세 유튜버인듯,0,0,0,0,0,1,0,0
심지어는 어떻게든 조회수는 늘리려고 어그로는 또 오지게 끌어요,0,0,0,0,0,1,0,0
미안하지만 타격감 1도 없음,0,0,0,1,0,0,0,0
지가 보고 싶은것만 보고 생각하고 싶은대로 생각한 다음 아무렇게나 내뱉으면 그만인거냐,0,0,0,1,0,0,0,0
야 쟤네들 머리가 무식해서 했던말 또하고 그러는거임,0,0,0,0,0,1,0,0
하는 말도 솔직히 무논리 쌉소리임,0,0,0,0,0,1,0,0
그냥 꼬리 하나 잡아서 부풀리고 이슈화해서 사람하나 매장시키는데 재미들린듯,0,0,0,0,0,1,0,0
남자들은 왜그러는거냐?,0,0,0,1,0,0,0,0
저번에 수능 갤러리 들어가서 추천 수 젤 높은 게시물 본 적이 있었거든?,0,0,0,1,0,0,0,0
근데 여자 인강 강사들 얼평이나 하고 야짤 같은거 올려놓은 그런 빻은 글이었음,0,0,0,0,0,1,0,0
고3이 하라는 공부는 안하고 쓰레기 짓이나 하고 있었네,0,0,0,0,0,1,0,0
꼭 그런애들이 현실에선 꼭 토나오게 생김,0,0,0,0,0,1,0,0
솔직히 걔네 얼굴 보면 다 디씨하게 생김,0,0,0,0,0,1,0,0
원래 디씨하는 애들은 다 거르는 거랬어,0,0,0,0,0,1,0,0
저번에 방송 보니까 완전 악바리던데,0,0,0,0,0,1,0,0
넌 저런 여자 절대 만나지 마셈,0,1,0,0,0,1,0,0
실제로 보니까 너무 뼈밖에 없더라,0,0,0,0,0,1,0,0
ㅇㅈ 살짝 징그러우려고 그래,0,0,0,0,0,1,0,0
살짝 건드리기만 해도 부러질 것 같아서 무서움,0,0,0,0,0,1,0,0
저기요 그냥 제 눈앞에서 사라져 주시면 안돼요?,0,0,0,0,0,1,0,0
진짜 꼴보기 싫어요,0,0,0,0,0,1,0,0
그냥 빨리 나가 뒤지세요,0,0,0,0,1,0,0,0
도대체 얼마나 벌리고 다녔으면 딸린 애가 셋이야?,0,0,1,0,0,1,0,0
심지어 저 애들 아빠도 다 다르다며?,0,0,0,1,0,0,0,0
와 이거 생각보다 더 심한 걸렝이였네?,0,0,1,0,0,0,0,0
알고보니 얘 술집에서 일하는거 아냐?,0,0,0,0,0,1,0,0
야 너 술집 여자한테 잘못 걸린듯,0,0,0,0,0,1,0,0
역시 검은 머리 짐승은 거두는게 아니라더니,0,0,0,0,0,1,0,0
내가 너 때문에 답답해서 돌아가시겠다,0,0,0,1,0,0,0,0
그건 착한게 아니라 니 지능이 모자란거임,0,0,0,0,0,1,0,0
착한거랑 빵셔틀은 종이 한장 차이라더니,0,0,0,1,0,0,0,0
너는 그래도 한 세장은 차이 나겠다,0,0,0,0,0,1,0,0
내가 본 빵셔틀 중에 너는 최상급 빵셔틀인듯,0,0,0,0,0,1,0,0
이정도면 지적 장애는 아닌지 의심해봐야됨,0,1,0,0,0,1,0,0
거의 인간 고라니 수준ㄷㄷ,0,0,0,0,0,1,0,0
찰떡 표현이네,0,0,0,0,0,1,0,0
무식하게 양 옆 돌아보네도 않음,0,0,0,0,0,1,0,0
이야 자식 교육 지대로네,0,0,0,0,0,1,0,0
저딴 부모 밑에서 애는 뭘 보고 배울런지,0,0,0,0,0,1,0,0
어디가서 객사하지 않으면 다행이다,0,0,0,0,0,1,0,0
넌 왜 맨날 돼지 같은 여자만 만나고 다님?,0,0,0,0,0,1,0,0
그냥 지방 덩어리 하나가 돌아다니는 느낌임,0,0,0,0,0,1,0,0
어우 저 뱃살 그냥 도려내버리고 싶다,0,0,0,0,1,1,0,0
저기서 무단횡단을 하네? 죽으려고 작정한건가?,0,0,0,1,0,0,0,0
자식들한테 빨리 사망보험금 주려고 했나보네,0,0,0,0,0,1,0,0
이야 좋은 어머니네,0,0,0,0,0,1,0,0
울엄마도 저 할마시처럼 걍 빨리 죽어버렸음 좋겠다,0,0,0,0,1,1,0,0
다 늙어서 경제에 도움도 못 주는데 그럴 바에는 걍 뒤지는게 나음,0,0,0,0,1,0,0,0
목소리 들으니까 확 깬다,0,0,0,0,0,1,0,0
저 목소리는 그냥 별로 가까이 하고 싶지 않은 스타일임,0,0,0,0,0,1,0,0
목소리도 목소린데 말끝마다 반말 찍찍하고 말투도 개띠꺼움,0,0,0,0,0,1,0,0
ㅇㅈ저사람 내가 봤을 땐 친구 하나도 없는 개찐따일듯,0,0,0,0,0,1,0,0
맨날 직장 후배 데리고 꼰대짓 하면서 꼴깝 떨고 있을듯,0,0,0,0,0,1,0,0
야 직장이라도 다니면 다행이지 백수처럼 방바닥에 누워서 배 벅벅 긁고 있진 않을까 싶다,0,0,0,0,0,1,0,0
아니 무슨 금기 사항들이 그렇게 많음?,0,0,0,1,0,0,0,0
뭐 사람을 통제하지 않으면 안되는 병이라도 걸렸나?,0,0,0,0,0,1,0,0
지가 히틀러야 뭐야 거의 독재자 수준임,0,0,0,0,0,1,0,0
그렇게 마음에 안들면 흑인들처럼 폭동이라도 일으키던가,0,1,0,0,0,0,0,0
총맞고 다 뒤지거나 허구헌 날 약탈당하고 싶지 않으면 닥치고 그냥 따라라,0,0,0,0,1,1,0,0
그게 싫다면 저 흑인들 따라서 쟤들이 사는 미국으로 가버리던지,0,0,0,0,0,1,0,0
여기 다 사회부적응자들임?,0,0,0,0,0,1,0,0
통제 구역도 지났고 콘을 발로 찬 견찰이 잘못한건데 적당히좀 빨아라,0,0,0,0,0,1,0,0
엥 니나 적당히 빨아 뭐 사연의 주인공이세요?,0,0,0,0,0,1,0,0
솔직히 통제 중인데 지 하나 편하자고 꼬깔 치워달라고 신경질적으로 이야기 하는게 정상인거냐?,0,0,0,1,0,0,0,0
가정교육을 잘못 받은건지 아님 애초에 인성이 글러먹은건지..,0,0,0,0,0,1,0,0
쟤 벌써부터 복귀각 재네,0,0,0,1,0,0,0,0
헐 사고친지 얼마나 됐다고..,0,0,0,1,0,0,0,0
복귀하고 싶으니까 슬슬 사과문 쓰는거지,0,0,0,1,0,0,0,0
와 그렇게 안봤는데 완전히 간사한 인간이었네,0,0,0,0,0,1,0,0
이번 올림픽에서 선수촌 음식 원재료 후쿠시마산이라며?,0,0,0,1,0,0,0,0
엥 정신 나간거 아니야?,0,0,0,0,0,1,0,0
우리 선수들 방사능 피폭된거 아님?,0,0,0,1,0,0,0,0
아니 지들 방사능은 지들끼리 쳐 먹을것이지,0,0,0,0,0,1,0,0
와 저 남자 존잘에 존꼴,0,0,1,0,0,0,0,0
바로 꼬셔서 모텔 간 다음에 아래에 깔리고 싶다,0,0,1,0,0,0,0,0
ㅇㅈ 저런 남자 밑에 깔려서 신음 흘리는 기분은 어떨까?,0,0,1,0,0,0,0,0
저 탄탄한 등 근육에 내 손톱 자국 남기고 싶음,0,0,1,0,0,0,0,0
어떻게 하면 멤버들 얼굴이 다 똑같이 생길 수가 있지?,0,0,0,0,0,1,0,0
그냥 회사에서 같은 병원 데려가서 성형 시켰나봄,0,0,0,1,0,0,0,0
아아 귀찮으니까 한번에 처리하겠다 이건가?,0,0,0,0,0,1,0,0
이게 무슨 아이돌 공장도 아니고 똑같은 애들 찍어내서 뭐하자는거임,0,0,0,0,0,1,0,0
팬들을 아주 빵셔틀로 아네,0,0,0,0,0,1,0,0
밋틴 여주 갑자기 시력 잃음,0,0,0,1,0,0,0,0
이건 또 무슨 시추에이션이냐 이젠 아주 막나가는구나,0,0,0,0,0,1,0,0
아 뭐야 왠 갑자기 시각장애인 컨셉인가 했더니 루테인 광고 때문이었어?,0,0,0,1,0,0,0,0
이거야 말로 돈에 환장한 자본주의의 노예 끝판왕이네,0,0,0,0,0,1,0,0
나 여친이 이벤트해줌,0,0,0,1,0,0,0,0
오오 무슨 이벤트?,0,0,0,1,0,0,0,0
자취방에서 메이드복 입고 나 기다림,0,0,0,1,0,0,0,0
와 진짜 보는 순간 가슴 부분만 찢어버리고 싶은 충동 겨우 참았네,0,0,1,0,0,0,0,0
스타킹 찢어서 만지지 못한게 한이다,0,0,1,0,0,0,0,0
개부럽 나는 간호사복 입고 기다려줬음 좋겠네,0,0,0,1,0,0,0,0
롤플레잉 하면서 희롱하면 완전 꼴릴듯,0,0,1,0,0,0,0,0
야 저 영화 남주 완전 섹시하지 않냐?,0,0,0,1,0,0,0,0
완전 내 스탈 실제로 침대에선 어떨까?,0,0,0,1,0,0,0,0
말해 뭐해 완전 끝내주겠지,0,0,0,1,0,0,0,0
저런 존잘남한테 키스세례 받으면 어떨까,0,0,0,1,0,0,0,0
저런 남자랑 떡칠 정도면 존예 보스겠지?,0,0,1,0,0,0,1,0
응 미안하지만 넌 택도 없어,0,0,0,0,0,1,0,0
이번 정부 들어서면서 되는 일이 하나도 없음,0,0,0,1,0,0,0,0
경제도 말아먹고 코로나도 터지고,0,0,0,1,0,0,0,0
괜히 문재앙이 아님,0,0,0,0,0,1,0,0
존재만으로도 온세상 재앙은 다 몰고오는 사나이,0,0,0,0,0,1,0,0
아니 코로나 확진자 수가 저렇게나 많다고?,0,0,0,1,0,0,0,0
야 저거 다 정부가 공포감 조성하려고 조작한거임,0,0,0,0,0,1,0,0
요즘 가을 환절기 감기 환자가 얼마나 많은데 그런 사람들 다 코로나라고 둔갑시킨거임,0,0,0,0,0,1,0,0
괜히 국민들 불안감만 조성해서 지들이 다 해먹으려는거지,0,0,0,0,0,1,0,0
쟤는 갑자기 생양아치가 돼서 나타남?,0,0,0,0,0,1,0,0
가오잡으려고 팔뚝에 문신한거봐,0,0,0,0,0,1,0,0
키는 멀대같이 커가지고 길가다 마주치면 깡패인줄 알겠어,0,0,0,0,0,1,0,0
쟤 또 논란거리 뜸,0,0,0,1,0,0,0,0
아니 지금 영화 찍으면서 잘 살고 있는데 가십거리로 그만좀 이용해먹었으면 좋겠다,0,0,0,1,0,0,0,0
일단 지들 보다 좀만 잘난거 같으면 무조건 물어뜯고 보는 습성이 있는듯,0,0,0,0,0,1,0,0
마인드가 _케 더럽냐,0,0,0,0,0,1,0,0
어디서 자꾸 개가 짖냐,0,0,0,1,0,0,0,0
니가 하도 말도 안되는 멍멍이소리 하니까 그러는거 아니야ㅋㅋ,0,0,0,0,0,1,0,0
그래 멍멍이같은 너가 가서 저 개좀 잡스런아와라,0,0,0,0,0,1,0,0
마침 오늘 복날인데 저 개 잡아서 보신탕이나 끓여먹으련다,0,0,0,0,1,1,0,0
근데 거기는 아무도 교통법규를 안 지키더라,0,0,0,1,0,0,0,0
법이 왜 있는지를 모르겠음 허구헌날 신호 위반이야,0,0,0,1,0,0,0,0
거긴 중국 놈들이 하도 많아서 그래,0,1,0,0,0,0,0,0
걔네들이 하도 무질서하게 사니까 그렇지,0,1,0,0,0,1,0,0
하여튼 어딜가나 짱개들이 문제야,0,1,0,0,0,1,0,0
너 _케 깝침? 명존쎄 때리고 싶게,0,0,0,0,1,1,0,0
제발 니 모가지 위에 있는 그거 대긋빡 좀 굴리고 살아,0,0,0,0,0,1,0,0
머리는 모자쓰라고 있는게 아니라 생각을 하라고 있는거임,0,0,0,0,0,1,0,0
적어도 사람이라면 양심이 있어야지,0,0,0,1,0,0,0,0
반성은 못할 망정 태도가 그게 뭐냐?,0,0,0,1,0,0,0,0
하물며 가족까지 건드리는 쓰레기 같은것,0,0,0,0,0,1,0,0
장물인거 아니냐? 니 뇌는?,0,0,0,0,0,1,0,0
위에서부터 세로로 읽어봐,0,0,0,1,0,0,0,0
적반하장도 유분수지 니가 나한테 그러면 안되는거야 샛갸,0,0,0,0,0,1,0,0
이런거 볼 때 마다 아비들은 뭐하고 있나 궁금함,0,0,0,1,0,0,0,0
ㅇㅈ왜 애를 혼자 다 짊어져야 함?,0,0,0,1,0,0,0,0
아비가 싸튀충이었나보네,0,0,1,0,0,1,0,0
저래놓고 나중에 늙고 병들면 병원비 대달라고 찾아 오기만 해봐,0,0,0,1,0,0,0,0
와 그러면 나라도 찾아가서 때려 죽인다,0,0,0,0,1,0,0,0
어우 쟤 욕 한번 기깔나게 하더라,0,0,0,1,0,0,0,0
저런 쌍욕쟁이가 대통령 되면 우리나라 망한다,0,0,0,0,0,1,0,0
진심으로 위험한 후보임,0,0,0,1,0,0,0,0
맞아 특히 적폐들한텐 아주 위험한 후보네,0,0,0,0,0,1,0,0
쟤 대통령 되는 순간 고냥 베네수엘라급 급행열차 타고 골로 가는거지 뭐,0,0,0,0,0,1,0,0
나 만나기 전에 만났다는 찌질이가 너였구나,0,0,0,0,0,1,0,0
뭐래 여자 때리는 쓰레기 주제에,0,0,0,0,0,1,0,0
내가 내 여자 때리겠다는데 니가 뭔 상관?,0,0,0,0,0,1,0,0
뭐? 너 제대로 미쳤구나,0,0,0,0,0,1,0,0
뚝배기 한번 깨져 봐야 정신차릴 놈,0,0,0,0,1,0,0,0
저때 까지는 그래도 개콘 재미있었는데..,0,0,0,1,0,0,0,0
점점 초딩들이 재롱부리는 수준되어감,0,0,0,0,0,1,0,0
이제 살아남은 개그 프로 코빅밖에 없음,0,0,0,1,0,0,0,0
엥 요즘 코빅도 재미 없던데,0,0,0,1,0,0,0,0
수준떨어져서 이제 안봄,0,0,0,0,0,1,0,0
와 오늘도 어김없이 겨터파크 개장이요ㅋㅋ,0,0,0,0,0,1,0,0
겨땀 등땀 줄줄 흐르는데 회색티 입고나오는건 무슨 자신감이냐?,0,0,0,0,0,1,0,0
회색티 진하게 됐는데도 지가 멋있는줄 앎ㅋㅋ,0,0,0,0,0,1,0,0
어휴 착각 개오지네 근육남도 아닌 주제에,0,0,0,0,0,1,0,0
이 사람 인스타 여신으로 완전 유명함,0,0,0,1,0,0,0,0
야 인스타 여신이고 뭐고 그거 다 현존 인물 아님,0,0,0,1,0,0,0,0
걔네 다 포토삽 오지게 하잖아,0,0,0,1,0,0,0,0
실물 까보면 다 오크같이 생겼을걸?,0,0,0,0,0,1,0,0
저정도 가지고 논란은 무슨,0,0,0,1,0,0,0,0
오히려 논란은 니들 기레기랑 개티즌들이 만드는거지,0,0,0,0,0,1,0,0
그런듯 댓글들이 논란 제조기네..,0,0,0,1,0,0,0,0
억측 난무에 편견에 찌든 저 선입견 진짜 토나옴,0,0,0,0,0,1,0,0
예뻐서 어쩔 수 없나봐ㅇㅈ롤,0,0,0,0,0,1,1,0
솔직히 인스타 좀만 찾아봐도 쟤보다 이쁜애들 널림,0,0,0,0,0,1,0,0
ㅇㅈ 솔직히 쟤는 앞트임 하기 전이 훨 나았음,0,0,0,0,0,1,0,0
야 저 장면에 실제 붕괴 사고났던 영상 사용했대,0,0,0,1,0,0,0,0
와 제작진놈들 선넘네,0,0,0,1,0,0,0,0
이젠 작가도 소재 떨어지니까 막나가는듯,0,0,0,0,0,1,0,0
드라마 내용만 막장인줄 알았더니 이제 보니까 제작진들 인성도 개막장이었네,0,0,0,0,0,1,0,0
걔한테 알몸 사진 유도해서 협박하자,1,0,1,0,0,0,0,0
뭐 이왕 하는 김에 영상물도 제작해달라고도 해보고,0,0,1,0,0,0,0,0
이건 누드 사진 확보해서 협박하는 방법 밖에 없음,1,0,1,0,0,0,0,0
아니면 지금 당장 몸캠 찍어서 딥페이크ㄱㄱ,1,0,1,0,0,0,0,0
너 조교해보네 않을래?,0,0,0,1,0,0,0,0
그거 하면 뭐가 좋은데?,0,0,0,1,0,0,0,0
야야 조교 되면 여학생들한테 갑질하면 되지,0,0,0,0,0,1,0,0
걔네 속옷 벗기기 쌉가능ㅋㅋ,0,0,1,0,0,0,0,0
오오 한명씩 따먹기 퀘스트도 할 수 있겠다ㅋㅋ,0,0,1,0,0,0,0,0
근데 첫경험에 임신해버리면 어떡함?,0,0,0,1,0,0,0,0
어쩌겠냐 걍 결혼해야지ㅋㅋ,0,0,0,1,0,0,0,0
아님 지금부터 배빵 연습하셈,0,0,0,0,1,0,0,0
이야 어떻게 하면 26씩이나 쳐먹고 지보다 10살이나 어린애한테 성욕을 느낄 수가 있냐,0,0,0,1,0,0,0,0
내말이.. 얼마나 더 많은 피해자들이 나와야 같은 일이 반복되지 않을 수 있을지..,0,0,0,1,0,0,0,0
결론은 그냥 법이 빵셔틀인거지,0,0,0,0,0,1,0,0
솔직히 물리적 거세 정도는 해야 된다고 봄,0,0,0,1,0,0,0,0
ㅇㅈ전정가위가 이럴때 쓰라고 있는거임,0,0,0,0,1,0,0,0
걍 쭈욱 땡겨서 싹둑 잘라버려,0,0,0,0,1,0,0,0
쟤 아빠 중국사람이라며?,0,0,0,1,0,0,0,0
어쩐지 애가 좀 쎄하게 생겼더라,0,0,0,0,0,1,0,0
근데 왜 중국 사람들이랑 결혼을 하는거지?,0,0,0,1,0,0,0,0
궁금하면 니가 짱깨놈이랑 결혼해봐 그럼 알게 되겠지,0,1,0,0,0,1,0,0
에이 뚫린 입이라고 함부로 지껄이지좀 마,0,0,0,0,0,1,0,0
내가 그렇게 믿어서 비밀 털어놨더니 아주 시원하게 뒤통수 치네,0,0,0,1,0,0,0,0
솔직히 그정도로 고나리짓 할 이유가 있나?,0,0,0,0,0,1,0,0
저 뼛속까지 간사한놈,0,0,0,0,0,1,0,0
역시 매국노 피는 못속임,0,0,0,0,0,1,0,0
쟤는 아직도 쪽바리 차 타고 다니냐?,0,1,0,0,0,1,0,0
진짜 매국노인거 티내고 다니네,0,0,0,0,0,1,0,0
지는 그렇게 욕하는 일본놈들 야동 쳐 보면서 밤마다 딸치는 주제에,0,0,1,0,0,1,0,0
너무 대들길래 손좀 봐줬다,0,0,0,0,1,0,0,0
오오 어떻게 처리함?,0,0,0,1,0,0,0,0
그냥 몇대 때렸더니 입 싹 다물던데?,0,0,0,0,1,0,0,0
역시 짐승이나 사람이나 매를 맞아야 정신차림,0,0,0,0,1,0,0,0
뚱뚱한게 눈치는 드럽게 빠르네,0,0,0,0,0,1,0,0
뚱뚱해서 다 둔하고 멍청한줄 알았더니ㅋㅋ,0,0,0,0,0,1,0,0
그래도 그 게으름벵이 기질은 어디 안감,0,0,0,0,0,1,0,0
저 늙은 선수는 잘하지도 못하는데 왜 나옴?,0,0,0,0,0,1,0,0
옆에 선수가 아무리 잘해봤자 괜히 할머니가 나와서 다 망침,0,0,0,0,0,1,0,0
젊은 선수 기회 막지 말고 늙다리 선수는 그냥 들어가 쉬세요,0,0,0,0,0,1,0,0
가끔 범죄자들한테도 존댓말 야부리는 정신나간 기자넘들 있던데,0,0,0,0,0,1,0,0
단체로 더위를 쳐 먹은건지 정신이 나가버린건지..,0,0,0,0,0,1,0,0
아 진짜 저런 기레기들은 스스로도 자괴감 같은거 안들까?,0,0,0,0,0,1,0,0
맘같아선 기레기들과의 전쟁 선포하고 다 때려 부수고 싶음,0,0,0,0,1,1,0,0
니 인생 진짜 한심하다,0,0,0,0,0,1,0,0
괜히 방구석에 쳐박혀서 찌질하게 댓글 달고 있지만 말고 좀 나가,0,0,0,0,0,1,0,0
차라리 나가서 몸을 팔아서라도 돈을 벌어,0,0,1,0,0,0,0,0
일베놈들 부들거리면서 싫어요 누르고 튀었네ㅋㅋ,0,0,0,0,0,1,0,0
간은 콩알만해서 괜히 공격받을까봐 쫄았겠지,0,0,0,0,0,1,0,0
찌질의 끝판왕이네,0,0,0,0,0,1,0,0
그냥 스매싱 날려서 상대 선수 대긋빡 맞춰버려라,0,0,0,0,1,0,0,0
득점 한번 하고 세리머니랍시고 깝죽거리는 거 진짜 역겨움,0,0,0,0,0,1,0,0
강스매싱 맞아서 코피 한번 터져봐야 정신 차릴듯,0,0,0,0,1,0,0,0
그 배달비 몇천원에 목숨거는 딸배들,0,0,0,0,0,1,0,0
어휴 저 개토바이 부대 진짜 꼴보기 싫다,0,0,0,0,0,1,0,0
진심 도로 위의 암덩어리들임,0,0,0,0,0,1,0,0
이시국에 쪽바리들은 무조건 걸러야됨,0,1,0,0,0,1,0,0
걔네들은 얍삽해서 앞에선 착한척은 다하고 뒤에서 칼꺼내는 민족임,0,0,0,0,0,1,0,0
주변에 쪽국 출신 있으면 깔빵맞기 전에 빨리 도망가셈,0,1,0,0,0,1,0,0
아니 그건 완전 예외잖슴,0,0,0,1,0,0,0,0
걍 넘어가면 될걸 굳이 답정너 눈새처럼 댓글 쓰지 말길,0,0,0,0,0,1,0,0
저기 사회부적응자세요? 왜 갑자기 시비지?,0,0,0,0,0,1,0,0
아님 그날이신가? 왜이렇게 예민함,0,0,0,0,0,1,0,0
그렇게 다짜고짜 시비터는거 정신적으로 문제 있어보이는데 약좀 먹어,0,0,0,0,0,1,0,0
그날이세요 ㅇㅈ롤 진짜 개빻았노,0,0,0,0,0,1,0,0
제발 랜선에서 남자좀 만나지 마,0,0,0,1,0,0,0,0
모델? 웃기고 있네 랜선 밖으로 나온 적 없는 자칭 모델ㅋㅋ,0,0,0,0,0,1,0,0
실제로 얼굴 까보면 조주빈같이 생겼을듯,0,0,0,0,0,1,0,0
오늘도 역시 기레기는 기레기구나,0,0,0,0,0,1,0,0
저렇게 발로 쓰는 글을 누가 통과시켜준거임?,0,0,0,0,0,1,0,0
저 분야는 윗대긋빡들도 다 쓰레기인가봄,0,0,0,0,0,1,0,0
기레기들아 그만 좀 까불어라,0,0,0,0,0,1,0,0
쟤는 드디어 아이돌 포기한듯,0,0,0,0,0,1,0,0
저렇게 살 찌우면 누가 빨아준다고,0,0,0,0,0,1,0,0
그럼에도 불구하고 똥꼬 빨아주는 빠수니들은 존재한다,0,0,0,0,0,1,0,0
그래 연예인 걱정은 하는거 아니랬어,0,0,0,1,0,0,0,0
개돼지들이 주딩이 달렸다고 한마디씩 싸지르네,0,0,0,0,0,1,0,0
그러니까 댓글창이 이모양이지,0,0,0,0,0,1,0,0
저런 것들은 뇌에 뭐가 들었으면 저런 밋틴 소리들만 지껄일까?,0,0,0,0,0,1,0,0
뇌구조가 거의 벌레 수준만도 못할듯,0,0,0,0,0,1,0,0
솔직히 저 상황에서 나였으면 칼부림 났다,0,0,0,0,1,0,0,0
그러게 나도 모질게 마음 먹고 다 죽여버렸다,0,0,0,0,1,0,0,0
